wn_synset,bn:id,pos,lemmata EN,definition,lemmata ES,is it related to music?,note
,bn:03504473n,,"mel_scale, mel_frequency_bands, mel_frequency_scale","The mel scale, named by Stevens, Volkmann, and Newman in 1937, is a perceptual scale of pitches judged by listeners to be equal in distance from one another.",escala_mel,YES,
,bn:00711792n,,"hexatonic_scale, blues_box, miracle_hexachord, wunderreihe, augmented_scale, six-note_scale, tritone_scale, hexatonic, set-class_6-20, two-semitone_tritone_scale, liszt_mode, hexatonic_system","In music and music theory, a hexatonic scale is a scale with six pitches or notes per octave.","escala_hexatónica, escala_hexatonica, hexatónica",YES,
,bn:00711790n,,"heptatonic_scale, egyptian_scale, heptatonic, heptatone_scales, septatonic_scale",A heptatonic scale is a musical scale that has seven pitches per octave.,"escala_heptatónica, escala_heptatonica, heptatónica",YES,
,bn:02978354n,,ditonic_scale,A ditonic scale is a musical scale or mode with two notes per octave.,"escala_ditónica, escala_ditonica",YES,
,bn:00256107n,,"whole-tone_scale, whole_tone_scale, 6-35, 6_equal_temperament, 6-tet, ""almost_whole-tone""_hexachord, wholetone_scale","In music, a whole-tone scale is a scale in which each note is separated from its neighbors by the interval of a whole tone.","escala_de_tonos_enteros, escala_de_un_tono, escala_de_tonos_completos, escala_de_tonos",YES,
,bn:03794351n,,"istrian_scale, istrian_mode, tarankanje","""Istrian scale"" refers both to a ""unique"" musical scale of folk music genres from Istria and Kvarner which use the style.",escala_de_istria,YES,
,bn:00783894n,,"blues_scale, jazz_scale, jazz_scales, jazz_melodic_minor_scale",The term blues scale refers to several different scales with differing numbers of pitches and related characteristics.,"escala_de_blues, escala_blues",YES,
,bn:02574135n,,"bohlen–pierce_scale, bohlen–pierce, bohlen-pierce_scale, lambda_scale, pierce_3579b_scale, bp_scale, hekt, wide_triad, bohlen_pierce, bohlen-pierce, 13-step_scale, bohlen-pierce_tuning, bohlen_pierce_scale, tritave","The Bohlen–Pierce scale is a musical tuning and scale, first described in the 1970s, that offers an alternative to the octave-repeating scales typical in Western and other musics, specifically the equal tempered diatonic scale.",escala_bohlen-pierce,YES,
,bn:03589751n,,"bebop_scale, bebop_dominant_scale",Bebop scale is a term referring to common seven-note scales that have an added chromatic passing note.,escala_bebop,YES,
,bn:03140307n,,erxian,The erxian is a Chinese bowed string instrument in the huqin family of instruments.,erxian,YES,
,bn:03129184n,,"erhu, erh-hu, urheen, chinese_violin, erh_hu, ehru, urhien, urhheen, er_hu, er-hu, 二胡","The erhu, is a two-stringed bowed musical instrument, more specifically a spike fiddle, which may also be called a Southern Fiddle, and is sometimes known in the Western world as the Chinese violin or a Chinese two-stringed fiddle.","erhu, arhu",YES,
,bn:00066584n,,"recorder, recording_machine, recording_equipment",Equipment for making records,"equipo_de_grabación, grabadora, máquina_de_grabación",YES,
,bn:00056477n,,musicogenic_epilepsy,Reflex epilepsy induced by music,epilepsia_musicogénica,YES,
,bn:00031042n,,"intermezzo, entr'acte, interlude",A brief show (music or dance etc) inserted between the sections of a longer performance,"entreacto, interludio, intermezzo",YES,
,bn:00710285n,,"entrainment, beat_induction, foot_tapping",Entrainment in the biomusicological sense refers to the synchronization of organisms to an external perceived rhythm such as human music and dance.,entrainment_biomusicología,YES,
,bn:00034935n,,fixed_intonation,The intonation of keyboard instruments where the pitch of each note is fixed and cannot be varied by the performer,entonación_fija,YES,
,bn:00047256n,,"intonation, musical_intonation, intonation_sensitivity, intonazione, music_intonation",The production of musical tones (by voice or instrument); especially the exactitude of the pitch relations,"entonación, entonacion",YES,
,bn:01943751n,,ensalada,The ensalada is a genre of polyphonic secular music mixing languages and dialects and nonsensical quodlibets.,ensalada,YES,
,bn:00875658n,,enka,Enka is a popular Japanese music genre considered to resemble traditional Japanese music stylistically.,enka,YES,
,bn:00224720n,,"endpin, rock_stop, rockstop, tail_pin, black_hole, end_pin, endpin_anchor, puntale, endpin_stop, black_holes, bâton, spike",The endpin is the component of a cello or double bass that makes contact with the floor to support the instrument's weight.,endpin,YES,
,bn:14502687n,,"emo_pop, emo_pop_punk, emo_pop_rock, pop_emo, emo-pop, melodic_emo, emotional_pop_punk",Emo pop is a fusion genre combining together emo and pop punk.,emo-pop,YES,
,bn:00124411n,,"emo, emotional_hardcore, emocore, emo-core, emo_subculture, 21st_century_emo, emo_rock, emo_hair, hardcore_emo, emp_music, emo_glasses, punk_emo, emotive_hardcore, 情感核, emocore_punk, twinkle_daddy, post-emo, fake_emo, emotional_post-hardcore, emo_hardcore, emo_movement, emopoetry, emos, emo_core, emo_girl, midwestern_emo, emo_music, emo-metal, emotional_punk, emo_fringe, emo_poetry, emoing, emo_rap, emo_cutters, emo-punk, emo_slang, emo_fashion, emo_punk_music, emotional_rock, emo_decade, emo_boy, emo_punk, emotional_music, emo_kid, emo_kids, 1980s_emo, emo-rock, emo_person, emo_style, emotional, emo_rock_music, emotional-hardcore, emo_post-hardcore, emotag","Emo is a rock music genre characterized by an emphasis on emotional expression, sometimes through confessional lyrics.","emo, emo_rock, emocore, emo_punk, hardcore_emo, rock_depresivo, emotional_hardcore, emos, emo-core, emo_core, emopunk",YES,
,bn:00030496n,,"mouthpiece, embouchure, embouchure_hole, jj_babbitt, pirouette, brass_mouthing, ambiture, crystal_mouthpiece, chops, emboucher, imboccatura, woodwind_mouthing",The aperture of a wind instrument into which the player blows directly,"embocadura, boquilla",YES,
,bn:15227681n,,"electropop, electro_pop, electro-pop, courvete_courvete_hop_in_a_mf_jet_like_det_ni_nimini_nimini_like_dat, electric_pop, electronic_pop, 2000s_in_electro_pop_music, poptronica, electro-pop_music, 2000s_in_electropop_music, elektropop, modern_synthpop",Electropop is a music genre combining elements of electronic and pop genres.,"electropop, pop_electronico, pop_electrónico, electro_pop, techno-pop, technopop, electro-pop, techno_pop",YES,
,bn:01848305n,,alternative_electronic,Alternative electronic is a range of lesser-known electronic music genres that are related in some fashion to industrial music.,"electrónica_alternativa, música_electronica_alternativa, musica_electrónica_alternativa, electronica_alternativa, musica_electronica_alternativa, música_electrónica_alternativa",YES,
,bn:03764482n,,"electronica, electronic_listening_music, intelligent_techno, contemporary_electronic_music, art_techno, braindance, electronica_music, listening_techno, intellectual_dance_music",Electronica is a broad group of electronic-based music styles intended for listening rather than strictly for dancing.,"electrónica, electronica",YES,
,bn:00898369n,,"electronic_body_music, industrial_dance, ebm, indust_dance, ebm_music, industrial_dance_music, old-school_ebm, techno_body_music",Electronic body music is a genre of electronic music that combines elements of industrial music with dance music.,"electronic_body_music, ebm, goth-electro, electro_goth, dark_electro, electro_body_music, electro_dark, electro-dark, electro-goth, dark-electro, goth_electro",YES,
,bn:00638702n,,"electrophone, electrophonic_instruments","The electrophone is a musical instrument category, defined as musical instruments which produce sound primarily by electrical means, though this definition has been the subject of discussion.","electrófono, instrumento_electrofono, electrofono, instrumento_electrófono, electrophone",YES,
,bn:00704223n,,"electroclash, retro-electro, synthtron, new_new_wave, tech-pop, synthcore, elektroclash, electro, retro_electro, electro_clash, electroklash, electroclash_kids, nouveau_disco","Electroclash is a genre of music that fuses 1980s electro, new wave and synth-pop with 1990s techno, retro-style electropop and electronic dance music.",electroclash,YES,
,bn:02038568n,,"electro_swing, swing_house, electroswing, swing_house_and_electro-swing, swinghouse, swing_house_music, electro-swing, eswing, swing_hop","Electro swing, or swing house music, is a music genre that combines the influence of vintage or modern swing and jazz mixed with house, hip hop, and EDM.","electro_swing, electroswing, vintage_remix",YES,
,bn:02953831n,,"electro_house, dirty_house, electro-house, drop_house, melbourne_bounce, electronic_house, dutch_house, fidget_house, jungle_terror, big_room_house, electrohouse, complextro",Electro house is a genre of electronic dance music characterized by heavy bass and a tempo around 130 beats per minute.,"electro_house, electro-house, electrohouse, dirty_house, musica_electronica, four_on_the_floor, música_electrónica",YES,
,bn:01266789n,,"electro_dance, milky_way_dance, tecktonik, vertigo_dance, tecktonic, electrodance, danse_electro, hairtonik, techtonik",Electro dance is a frenetic and quirky form of street dance typically performed to electro house music.,"electro_dance, electro-dance, tecktonik",YES,
,bn:03202758n,,"electro, electro-funk, electro_music, electro-disco, electro-boogie, nu_electro, electro_boogie, neo-electro, electro_funk, electrocore, 1980s-electro, electro-soul","Electro is a genre of electronic music and early hip hop directly influenced by the use of the Roland TR-808 drum machines, and funk.","electro, música_electro, musica_electro, electro-funk, electro_funk, electro-boogie, electrofunk",YES,
,bn:01762868n,,"electric_boogaloo, electric_boogie",Electric boogaloo is a dance style closely related to the earlier Boogaloo street dance performed in Oakland and popping; it combines modern popping techniques and earlier boogaloo forms.,"electric_boogie, boogaloo_eléctricos",YES,
,bn:02881844n,,"noise_in_music, noise","In music, noise is variously described as unpitched, indeterminate, uncontrolled, loud, unmusical, or unwanted sound.","el_ruido_en_la_música, ruido_en_la_música, el_ruido_en_la_musica",YES,
,bn:00032171n,,executant,A performer (usually of musical works),ejecutor,YES,
,bn:01039546n,,"music_executive, record_executive, music_exec, record_industry_executive, music_industry_executive, record_exec","A music executive or record executive is a person within a record label who works in senior management, making executive decisions over the label's artists.","ejecutivo_discográfico, ejecutiva_musical, ejecutivo_musical, ejecutiva_discográfica, ejecutiva_discografica, ejecutivo_discografico",YES,
,bn:02074028n,,"egg_shaker, chicken_shake","An egg shaker or ganzá is a hand percussion instrument, in the idiophone category, that makes a noise when shaken.",egg_shaker,YES,
,bn:00462532n,,reverse_tape_effects,"Reverse tape effects are special effects created by recording sound onto magnetic tape and then physically reversing the tape so that when the tape is played back, the sounds recorded on it are heard in reverse.",efectos_de_cinta_inversa,YES,
,bn:03814322n,,"3d_audio_effect, 8d_audio, 3d_sound, 3-d_audio, 3-d_sound, 3-d_positional_sound, positional_audio, spatial_sound, 3d_positional_sound, 3d_audio","3D audio effects are a group of sound effects that manipulate the sound produced by stereo speakers, surround-sound speakers, speaker-arrays, or headphones.","efectos_de_audio_3d, audio_3d",YES,
,bn:00579631n,,"mozart_effect, the_mozart_effect",The Mozart effect refers to the theory that listening to the music of Mozart may temporarily boost scores on one portion of an IQ test.,efecto_mozart,YES,
,bn:02801286n,,"audiovisual_education, audiovisual_aids, multimedia-based_education, audiovisual_instruction, multimedia_education",Audiovisual education or multimedia-based education is instruction where particular attention is paid to the audio and visual presentation of the material with the goal of improving comprehension and retention.,"educación_audiovisual, educacion_audiovisual",YES,
