wn_synset,bn:id,pos,lemmata EN,definition,lemmata NL,is it related to music?,note,removed EN,removed NL
,bn:03360294n,,marabi,Marabi is a style of music that evolved in South Africa over the last century.,marabi,YES,,,
,bn:00775821n,,"maqam, arabic_maqam, arab_maqam, arabian_maqam","Arabic maqam is the system of melodic modes used in traditional Arabic music, which is mainly melodic.","maqam, makam, arabische_maqam",YES,,,
,bn:03873627n,,"māori_music, waiata, māori_instrument, māori_instruments, maori_music","Traditional Māori music, or pūoro Māori, is composed or performed by Māori, the native people of New Zealand, and includes a wide variety of folk music styles, often integrated with poetry and dance.",māori_muziek,YES,,,
,bn:03487502n,,"manualism, hand_tunes, hand_music, hand_farts, hand_farting",Manualism is the art of playing music by squeezing air through the hands.,hand_muziek,YES,,,
,bn:00837758n,,"manual, organ_manual, keyboard_manual, hoofdwerk, manualiter","A manual is a musical keyboard designed to be played with the hands, on an instrument such as a pipe organ, harpsichord, clavichord, electronic organ, melodica, or synthesizer.",handleiding,YES,,,
,bn:02458743n,,"mannheim_school, mannheim_orchestra, mannheim_roller, grand_sigh, mannheim_climax, mannheim_rocket, mannheim_birds, mannheim_style, mannheim_bird, mannheim_crescendo","Mannheim school refers to both the orchestral techniques pioneered by the court orchestra of Mannheim in the latter half of the 18th century and the group of composers of the early classical period, who composed for the orchestra of Mannheim.","mannheimer_schule, mannheim_school",YES,,,
,bn:01014310n,,"manjur, mangour",The manjur is a musical instrument used in the Arab states of the Persian Gulf but with East African origins.,"manjur, mangour",YES,,,
,bn:03460262n,,"manjira, manjïrà, kartàl,_gini, manjeera, manjeera,_taal,_jalra,_khartàl",Traditional percussion instrument of Bhàrata India,manjira,YES,,,
,bn:02830974n,,"mâni, mani",Mâni is a form of Turkish folk song in quatrains.,"mâni, mani",YES,,,
,bn:01175860n,,"manele, manelist",Manele is a genre of pop folk music from Romania.,manele,YES,,,
,bn:00939069n,,"mandore, mandüraen, bandürichen, pandurina, mandöraen, mandürichen, mandoër, mandorre, mandour, mandurinichen","The mandore is a musical instrument, a small member of the lute family, teardrop shaped, with four to six courses of gut strings and pitched in the treble range.",mandore,YES,,,
,bn:00053162n,,"mandolin, brescian_mandolin, florentine_mandolin, golden_age_of_the_mandolin, genoese_mandolin, brazilian_bandolim, bandolim, mandolin_family, lombardian_mandolin, mandolins, mandolinist, mandolino, neapolitan_mandolin, milanese_mandolin, tuscan_mandolin, flat-backed_mandolin, archtop_mandolin, cremonese_mandolin","A stringed instrument related to the lute, usually played with a plectrum","mandoline, mandolinist, mandolines",YES,,,
,bn:01232615n,,"mandocello, mandoloncello, mando-cello, mando_cello, mandacello, mandocellos",The mandocello is a plucked string instrument of the mandolin family.,"mandoloncello, mandocello",YES,,,
,bn:03891498n,,"mando, manddo","Mando or Manddo is a musical form that evolved during the 19th and 20th centuries among the Goan Catholics of Goa, India.",mando,YES,,,
,bn:03875598n,,malunga,"The malunga is a single-stringed musical bow played by the Siddi of India, who are the descendants of East African immigrants.",malunga,YES,,,
,bn:03861722n,,"maloya, maloya_dousman, maloya_music","Maloya is one of the two major music genres of Réunion, usually sung in Réunion Creole, and traditionally accompanied by percussion and a musical bow.",maloya,YES,,,
,bn:00644605n,,"male_voice_choir, men's_chorus, men's_choir, male_choir, male-voice_choral_society, männerchor, mens_chorus, male-voice_choir, male_chorus","A men's chorus or male voice choir, is a choir consisting of men who sing with either a tenor or bass voice, and whose music is typically arranged into high and low tenors, and high and low basses —and shortened to the letters TTBB.",mannenkoor,YES,,,
,bn:03643309n,,"malaysian_rock, m_rock, mrock, m-rock",Malaysian underground music and idealism is popular locally and overseas.,maleisische_rock,YES,,,
,bn:02618312n,,"malaysian_pop, m_pop, pop_yeh_yeh, m-pop, mpop, mpoce, pop_yeh-yeh","Malaysian pop, abbreviated as M-pop, refers to popular music forms in Malaysia.","maleisische_pop, m_pop",YES,,,
,bn:03647634n,,"malagueñas, Malagueña, malaguenas","Malagueñas is one of the traditional styles of Andalusian music, derived from earlier types of fandango from the area of Málaga, classified among the Cantes de Levante.","malagueñas, Malagueña",YES,,,
,bn:00965762n,,"makossa, makassi, makosa",Makossa is a noted Cameroonian popular urban musical style.,makossa,YES,,,
,bn:03578150n,,"mákina, makina, maquina, bakalao","Mákina is a subgenre of hardcore techno, originating in Spain.","mákina, makina",YES,,,
,bn:00028897n,,"majorette, drum_majorette",A female baton twirler who accompanies a marching band,majorette,YES,,,
,bn:00052886n,,"major_key, major_mode",A key whose harmony is based on the major scale,"majeur, belangrijke_functie, belangrijke_sleutel, grote_mode",YES,,,
,bn:00334823n,,"mainstream_jazz, mainstream",Mainstream jazz is the popular jazz music of an era.,mainstream_jazz,YES,,,
,bn:17213679n,,"mainstream_hardcore, gabba, gabber_house, nu_style_gabber, gabber_hardcore, gabber","Mainstream hardcore, mainstyle, Nu style gabber or newstyle hardcore is a subgenre of hardcore techno.","mainstream_hardcore, gabber_house, hardcore_house, gabberhouse, mainstream/present_hardcore, present_hardcore, hardcore_rave, gabber, hardcore_techno, gabber_muziek",YES,,,
,bn:03120865n,,"maggio_drammatico, maggio_dramatico","Literally, ""plays of May"" the Maggio drammatico refers to medieval musical and dramatic rituals at planting time in central Italy, typical of many agrarian societies.",maggio_drammatico,YES,,,
,bn:00052664n,,"maestro, master, maestra, maestro_concertatore, maestro_direttore",An artist of consummate skill,"maestro, meester, maestra",YES,,,
,bn:00617733n,,maestoso,Maestoso ,maestoso,YES,,,
,bn:03681522n,,"madrigale_spirituale, madrigali_spirituali","A madrigale spirituale is a madrigal, or madrigal-like piece of music, with a sacred rather than a secular text.",madrigale_spirituale,YES,,,
,bn:03681396n,,madrigal_comedy,"Madrigal comedy is a term for a kind of entertainment music of the late 16th century in Italy, in which groups of related, generally a cappella madrigals were sung consecutively, generally telling a story, and sometimes having a loose dramatic plot.",madrigaalkomedie,YES,,,
,bn:02686141n,,"madrigal, trecento_madrigal, trecento-madrigal, marigalis, madregal, matricale, madriale",The Trecento Madrigal is an Italian musical form of the 14th century.,madrigaal,YES,,,
,bn:03306095n,,"madonna_wannabe, madonnabe","A Madonna wannabe, or Madonnabe, is a person who dresses like pop star Madonna.",madonna_wannabe,YES,,,
,bn:00662367n,,"madih_nabawi, madih, madih_an-nabawi","Madih nabawi, one of the principal religious genres of Arabic music, is a song form dedicated to expressing praises, love and devotion for the prophet Muhammad and his family.","madih_nabawi, madih, madih_an-nabawi",YES,,,
,bn:00543397n,,"madal, maadal",The madal is a folk musical instrument of Nepal.,madal,YES,,,
,bn:02494872n,,"m_band, m-band",The NATO M band is the obsolete designation given to the radio frequencies from 60 to 100 GHz during the cold war period.,m_band,YES,,,
,bn:00503628n,,lytavry,The lytavry are a bass drum similar to the kettle drums or timpani used in Ukraine.,lytavry,YES,,,
,bn:03103700n,,"lyrics, song_lyrics, song_lyric, shifter, lyric, poem_and_song, songwords, music_lyrics, musical_lyrics, lyrica, lyrisc, meaning_of_lyrics","Lyrics are words that make up a song, usually consisting of verses and choruses.","liedtekst, songtekst, lyrics, songtext, teksten, songteksten",YES,,,
,bn:01073340n,,"lyric_soprano, light_lyric_soprano, light-lyric_soprano, full_lyric_soprano, soprano_lirico, lyric_sopranos","A lyric soprano is a type of operatic soprano voice that has a warm quality with a bright, full timbre that can be heard over an orchestra.","lyric_soprano, lyrische_sopraan",YES,,,
,bn:00049912n,,"lyric, words, language",The text of a popular song or musical-comedy number,"songtekst, tekst, woorden, lyrische",YES,,,
,bn:02074594n,,lyre-guitar,"A musical instrument of the chordophone family, the lyre-guitar was a type of guitar shaped like a lyre.",lier-gitaar,YES,,,
,bn:03313236n,,"lyra_viol, leerow_viol, lyra_way, leero_viol, lire-viol, liera_viol, lyro_viol, lyra-viol, lero_viol","The lyra viol is a small bass viol, used primarily in England in the seventeenth century.",lyra_viol,YES,,,
,bn:00052388n,,"luthier, guitar_makers, violin_maker, luthiery, lutherie, string_instrument_maker, violin_makers, violinmaker, guitar_maker, cello_making, luthiers, liutaio",A craftsman who makes stringed instruments (as lutes or guitars or violins),"vioolbouwer, luthier, gitaarbouwer, vioolbouw, luthiery, gitaarbouwers, lutherie",YES,,,
,bn:03098449n,,"luthéal, lutheal, jeu_de_harpe_tirée, piano_luthéal","The luthéal is a kind of hybrid piano which extended the ""register"" possibilities of a piano by producing cimbalon-like sounds in some registers, exploiting harmonics of the strings when pulling other register-stops, and also some registers making other objects, which were lowered just above the strings, resound.","lutheal, luthéal",YES,,,
,bn:03555689n,,"lute_song, lute_songs","The term lute song is given to a music style from the late 16th century to early 17th century, late Renaissance to early Baroque, that was predominantly in England and France.",luit_lied,YES,,,
,bn:00052380n,,"lute, lutanists, arcicalascione, electric_lute, catlin, catling, lutists, renaissance_lute, lutenists, catline, liuto, calascione, lutes, leuto, catleen","Chordophone consisting of a plucked instrument having a pear-shaped body, a usually bent neck, and a fretted fingerboard","luit, luitist, luitenist, luiten",YES,,,
,bn:03355590n,,"luntang, kwintangan_kayo","The luntang is a type of Philippine xylophone of the Maguindanaon people, strung vertically, with five horizontal logs hung in ascending order arranged by pitch.","luntang, kwintangan_kayo",YES,,,
,bn:03302337n,,"lundu, lundus",Lundu is a style of Afro-Brazilian music and dance with its origins in the African Bantu and Portuguese people.,lundu,YES,,,
,bn:03021810n,,lujon,The lujon is a bass metallophone consisting of individually-pitched metal plates that are attached to the resonance chambers of a partitioned wooden box.,lujon,YES,,,
,bn:01052975n,,lu,"Lu is a Tibetan style of folk music of a cappella songs, which are distinctively high in pitch with glottal vibrations.",lu,YES,,,
,bn:00891556n,,lowercase,"Lowercase is an extreme form of ambientminimalism where very quiet, usually unheard sounds are amplified to extreme levels.",lowercase,YES,,,
,bn:02694502n,,"low_whistle, low_irish_whistle","The low whistle, or concert whistle, is a variation of the traditional tin whistle/pennywhistle, distinguished by its lower pitch and larger size.",low_whistle,YES,,,
,bn:00052169n,,"low_frequency, low_pitch",A pitch that is perceived as below other pitches,lage_toonhoogte,YES,,,
,bn:02284506n,,"low_bit, lo-bit, lobit",Low bit is a musical aesthetic characterized by lossy data compression artifacts caused by encoding songs at low bitrates.,low_bit,YES,,,
,bn:01725208n,,"lovers_rock, lovers'_rock, lover's_rock","Lovers rock is a style of reggae music noted for its romantic sound and content. While love songs had been an important part of reggae since the late 1960s, the style was given a greater focus and a name in London in the mid-1970s.",lovers_rock,YES,,,
,bn:00052135n,,love_lyric,The lyric of a love song,"minnelyriek, liefde_songtekst",YES,,,
,bn:00962612n,,"louisiana_blues, list_of_louisiana_blues_musicians",Louisiana blues is a genre of blues music that developed in the period after World War II in the state of Louisiana.,louisiana_blues,YES,,,
,bn:00052076n,,"loudspeaker, speaker, speaker_system, loudspeaker_system, speaker_unit, moving_coil_loudspeaker, loud-speaker, multi-driver_loudspeaker_system, electrodynamic_loudspeaker, multi-driver_speaker_system, loudspeaker_frame, hofmann's_iron_law, dynamic_speaker, loudspeakers, two-way_speaker, loud_speakers, 🕨, 🕪, 🕩, multi-driver_speaker_systems, speaker_spikes, cone_drivers, loud-speakers, speaker_noise, multi-driver_speakers, 2-way_speakers, 3-way_speakers, loud_speaker, refoam, 2-way_speaker, 🔈, 3-way_speaker, 4-way_speakers, dynamic_loudspeaker, field_coil_loudspeaker, 🔊, 🔉, loudspeaker_spikes, 4-way_speaker, frame",Electro-acoustic transducer that converts electrical signals into sounds loud enough to be heard at a distance,"luidspreker, speaker, loudspeaker, geluidsboxen, passieve_luidspreker, luidsprekers, luidsprekersysteem",YES,,,
