wn_synset,bn:id,pos,lemmata EN,definition,lemmata IT,is it related to music?,note,removed EN,Removed IT,Multiword Expression,annotator traduction
,bn:02509059n,n,"da_capo_aria, aria_da_capo, da_capo_arias",The da capo aria is a musical form for arias that was prevalent in the Baroque era.,"aria_con_da_capo, aria_col_da_capo, aria_da_capo",CHECK,,,,,
,bn:02510701n,n,"electronicore, trancecore, electronic_metalcore, electronic_post-hardcore, synth_metal, electronicore_artists, electronicore_bands, electronicore_music, electronic-hardcore, list_of_electronicore_artists, synth-core","Electronicore is a fusion genre of metalcore with elements of various electronic music genres, often including trance, electronica, and dubstep.","electronicore, synthcore, crabcore",CHECK,,,,,
,bn:02510926n,n,"equalization, eq, shelving_filter, audio_equalization, equalisation, graphic_equalizer, equalizer, graphic_equilizer, mirrored_equalization, audio_equalisation, dynamic_equalization, audio_equalizer, 1/f_controller, parametric_equalization, parametric_equaliser, parametric_equalisation, parametric_eq, sound_equalisation, parametric_equalizer, dynamic_equalizer, parametric_filter, sound_equalization, eq_filter, eq_controller, graphic_equaliser, british_eq, equalisation_filter",Equalization is the process of adjusting the balance between frequency components within an electronic signal.,"equalizzazione, filtro_equalizzatore, equalizzatore, eq, equalizzatore_grafico, equalizzatore_parametrico",YES,,,,,
,bn:02511759n,n,plugola,"Plugola is the illicit business practice of endorsing a product or service on radio or television for personal gain, without the consent of the network or stations.","promozione_illegittima, promozione_radiofonica_illegittima",CHECK,,,,,
,bn:02514364n,n,"queercore, homocore, gay_hardcore, gaycore, homopunk, queer_punk, lgbt_punk, gay_punk",Queercore is a cultural/social movement that began in the mid-1980s as an offshoot of the punk subculture and a music genre that comes from punk rock.,"queercore, homocore",CHECK,,,,,
,bn:02514907n,n,"coladeira, cola-zouk, cabo_love, coladera",The coladeira is a music genre from Cape Verde.,coladeira,CHECK,,,,,
,bn:02515015n,n,"merenhouse, merengue_house","Merenhouse/merenrap or electronic merengue is a hip hop music style formed by blending Dominican merengue music with rap, dancehall reggae and hip hop.","merenhouse, merenrap",CHECK,,,,,
,bn:02523277n,n,"afrobeat, afro_beat, afro-beat, african_funk, afrobeat_music, afro-funk, afrofunk","Afrobeat is a music genre which involves the combination of elements of West African musical styles such as fuji music and highlife with American jazz and later soul and funk influences, with a focus on chanted vocals, complex intersecting rhythms, and percussion.","afrobeat, afro-beat, beat_afro, afrofunk",CHECK,,,,,
,bn:02526358n,n,"wild_track, wild_lines, wild_sound, wild_tracks, wild_line, wildline","Wild track, also known as wild sound and wild lines, is an audio recording intended to be synchronized with film or video but recorded separately.",wild_track,YES,,,,,
,bn:02526481n,n,"praise_and_worship_music, contemporary_worship_music, praise_&_worship, contemporary_worship_song, lovsang, worship_music, praise_music, contemporary_christian_worship_music, contemporary_worship_songs, christian_worship_music, worship_song, praise_song, worship, praise_chorus, worship_songs","Contemporary worship music, also known as praise and worship music, is a defined genre of Christian music used in contemporary worship.","canto_di_lode, musica_sacra, musica_sacra_contemporanea",YES,,,,,
,bn:02530374n,n,duggi,"The duggi, dugi or dukkar, is an Indian drum, with a kettle drum shape, played with fingers and the palm of the hand.",duggi,YES,,,,,
,bn:02535593n,n,"music_journalism, music_journalist, music_critics, musical_criticism, rock_journalist, music_press, music_writer, criticism_of_music, music_correspondent, rock_journalism, music_journalists, concert_reviewer, rock_critic, critic, pop/rock_music_journalism","Music journalism is media criticism and reporting about music topics, including popular music, classical music, and traditional music.","giornalismo_musicale, giornalista_musicale, critico_musicale, critica_musicale, critici_musicali, giornalisti_musicali, critico_rock, stampa_musicale",YES,,,,,
,bn:02536094n,n,calabash,"In African music, the calabash is a percussion instrument of the family of idiophones consisting of a half of a large calabash, which is struck with the palms, fingers, wrist or objects to produce a variety of percussive sounds.",calabash,YES,,,,,
,bn:02539846n,n,ison,"Ison is a drone note, or a slow-moving lower vocal part, used in Byzantine chant and some related musical traditions to accompany the melody, thus enriching the singing.",ison,CHECK,,,,,
,bn:02543021n,n,phonetical_singing,"Phonetical singing is singing by learning and performing the lyrics of a song by the words' phonetic sounds, without necessarily understanding the content of the lyrics, for example an artist who performs in Spanish even though they may not be proficient in the language.",canto_fonetico,YES,,,,,
,bn:02544313n,n,"indo_pop, indonesian_pop, indonesian_popular_music","Indo-pop also known as Indonesian pop is loosely defined as Indonesian pop music; however, in a wider sense it can also encompass Indonesian pop culture, which also includes Indonesian cinema and sinetrons.","indo_pop, pop_indonesiano",CHECK,,,,,
,bn:02545645n,n,"set, heptad, dodecachord, octachord, nonachord, octad, heptachord, septachord, decad, decachord, nonad, undecachord, musical_set, pitch-class_set, pitch_collection, prime_form, pitch_set, musical_collection, set_form, pitch-class_collection, pc_set, collection, cardinality, nexus_set, set_class, normal_form, septad, set_genera, pitch_class_set","A set in music theory, as in mathematics and general parlance, is a collection of objects.",insieme,YES,,,,,
,bn:02546093n,n,"veena, beena, vina, vīnā, vīṇā, veene, bina, veenai, vainika",The veena comprises a family of chordophone instruments from the Indian subcontinent.,"veena, vina",YES,,,,,
,bn:02547827n,n,"acoustic_bass_guitar, acoustic_bass, acoustic_bass_guitars, arco_bass","The acoustic bass guitar is a bass instrument with a hollow wooden body similar to, though usually larger than a steel-string acoustic guitar.","basso_acustico, chitarra_basso_acustico",YES,,,,,
,bn:02548604n,n,guitarra_de_canya,"The guitarra de canya is a Spanish percussion instrument made from several reeds or bones, suspended by cords in a row and hung from the neck.","guitarra_de_canya, chitarra_d'osso",YES,,,,,
,bn:02556018n,n,canto_livre,"Canto livre is a kind of music with roots in Alentejo music, predominantly inspired by political messages, in particular from left-wing thinkers.","canto_livre, canto_libero_di_alentejo",CHECK,,,,,
,bn:02556186n,n,"nonsense_song, nonsensical_song",A nonsense song is a type of song written mainly for the purpose of entertainment using nonsense syllables at least in the chorus.,"nonsense_song, canzone_nonsense",YES,,,,,
,bn:02556299n,n,loh_tarang,The Loh Tarang is a melodic percussion instrument.,loh_tarang,YES,,,,,
,bn:02556632n,n,"electronic_keyboard, electric_keyboard, electronic_keyboards, home_keyboard, electric_keyboards, portable_keyboard, digital_keyboard","An electronic keyboard, portable keyboard, or digital keyboard is an electronic musical instrument, an electronic or digital derivative of keyboard instruments.","tastiera_elettronica, tastiere_elettroniche, tastiere, tastiera, tastiera_elettrica",YES,,,,,
,bn:02558538n,n,"gothic_metal, goth_metal, extreme_gothic_metal, gothic_doom, goth-metal, gothic_black_metal, gothic_heavy_metal, gothic/doom, gothic-doom",Gothic metal is a fusion genre combining the heaviness of heavy metal with the dark atmospheres of gothic rock.,"goth_metal, gothic_metal, gothic_rock_scandinavo, estreme_gothic_metal",CHECK,,,,,
,bn:02558926n,n,"radiodrum, radio-baton, radio-drum, radiobaton, radio_baton",The Radiodrum or radio-baton is a musical instrument played in three-dimensional space using two mallets.,"radiodrum, radio-baton",YES,,,,,
,bn:02559303n,n,"trailer_music, trailer","Trailer music is the background music used for film previews, which is not always from the film's soundtrack.","musica_da_trailer, canzone_da_trailer",YES,musica_rimorchio non è la traduzione corretta per la musica di un trailer cinematografico,,musica_rimorchio,,
,bn:02559715n,n,chikara,"The chikara is a bowed stringed musical instrument from India, used to play indian folk music.",chikara,YES,,,,,
,bn:02563071n,n,groove,"In music, groove is the sense of an effect of changing pattern in a propulsive rhythm or sense of ""swing"".","groove, grooves, scanalatura",YES,,,,,
,bn:02570682n,n,"operatic_pop, popera, classical_crossover","Operatic pop or popera is a subgenre of pop music that is performed in an operatic singing style or a song, theme or motif from classical music stylized as pop.","operatic_pop, opera_pop, pop_opera, pop_operistico, popera",CHECK,,,,,
,bn:02571318n,n,"rhaita, ghaita",The rhaita or ghaita is a double reed instrument from North Africa.,"rhaita, ghaita",YES,,,,,
,bn:02572256n,n,"bangladeshi_rock, rock_music_of_bangladesh, bangla_rock",Bangladeshi rock or Bangla rock is the rock music in Bangladesh that derived from the British and American rock music and mixed up with Bengali classical and adhunik music from the 1960s.,"bangla_rock, rock_del_bangladesh",CHECK,,,,,
,bn:02572349n,n,"hill_country_blues, north_mississippi_hill_country_blues, north_hill_country_blues, north_mississippi_blues",Hill country blues is a regional style of country blues.,north_mississippi_hill_country_blues,CHECK,,,,,
,bn:02574135n,n,"bohlen–pierce_scale, bohlen–pierce, bohlen-pierce_scale, lambda_scale, pierce_3579b_scale, bp_scale, hekt, wide_triad, bohlen_pierce, bohlen-pierce, 13-step_scale, bohlen-pierce_tuning, bohlen_pierce_scale, tritave","The Bohlen–Pierce scale is a musical tuning and scale, first described in the 1970s, that offers an alternative to the octave-repeating scales typical in Western and other musics, specifically the equal tempered diatonic scale.",bohlen-pierce_scala,YES,,,,,
,bn:02576639n,n,"igbo_music, igbo_traditional_music, ibo_music","Igbo music is the music of the Igbo people, who are indigenous to the southeastern part of Nigeria.",musica_igbo,CHECK,,,,,
,bn:02576805n,n,"drum_and_bugle_corps, military_drum_and_bugle_corps, bugle_band, drum_&_bugle_corps",Classic drum and bugle corps are musical ensembles that descended from military bugle and drum units returning from World War I and succeeding wars.,tamburo_e_bugle_corps,YES,,,,,
,bn:02577148n,n,"timbales, pailas, mini_timbales, timbalero, timbalito, attack_timbales, paila, tymbales",Timbales or pailas are shallow single-headed drums with metal casing.,"timbales, timbalero",YES,,,,,
,bn:02578281n,n,"american_fiddle, american_fiddling",American fiddle-playing began with the early settlers who found that the small viol family instruments were portable and rugged.,"violino_americana, violino_americano, american_fiddle",YES,,,,,
,bn:02579215n,n,"old_time_fiddle, oldtime_fiddle, old-time_fiddle, old_time_fiddling",Old time fiddle is a genre of American folk music.,old_time_fiddle,CHECK,,,,,
,bn:02579343n,n,blues_fiddle,"""Blues fiddle"" is a generic term for bowed, stringed instruments played on the arm or shoulder that are used to play blues music.","fiddle_blues, blues_fiddle",YES,,,,,
,bn:02580573n,n,"cinquillo, baqueteo","A cinquillo is a typical Cuban/Caribbean rhythmic cell, used in the Cuban contradanza and the danzón.",cinquillo,YES,,,,,
,bn:02582704n,n,italian_overture,"The Italian overture is a piece of orchestral music which opened several operas, oratorios and other large-scale works in the late 17th and early 18th centuries.","ouverture_italiana, sinfonia_italiana, overture_italiana",YES,,,,,
,bn:02586440n,n,"métis_fiddle, metis_fiddle, métis_fiddling, metis_fiddling","Métis fiddle is the style that the Métis of Canada and Métis in the northern United States have developed to play the violin, solo and in folk ensembles.","métis_fiddle, metis_fiddle",CHECK,,,,,
,bn:02587452n,n,"turlutte, turlute","In Quebec, the turlutte is a form of traditional popular song, which is associated with specific melody ornaments.",turlutte,CHECK,,,,,
,bn:02587576n,n,cajun_fiddle,Cajun fiddle music is a part of the American fiddle music canon.,violino_cajun,CHECK,,,,,
,bn:02588800n,n,"bluegrass_fiddle, bluegrass_fiddling","Bluegrass fiddling is a distinctive style of American fiddle playing which is characterized by bold, bluesy improvisation, off-beat ""chopping"", and sophisticated use of both double-stops and old-time bowing patterns.",bluegrass_fiddle,CHECK,,,,,
,bn:02590365n,n,"midwest_hip_hop, midwest_rap, midwestern_hip_hop, midwest_hip-hop, st._louis_rappers, mid_coast_rap, midwest_hop_hop, midwestern_rap, mid_coast_hip_hop, st._louis_hip_hop, midwestern_hip-hop",Midwest hip hop is a regional genre of hip hop music performed by artists from the Midwestern United States.,"midwest_hip_hop, midwest_rap",CHECK,,,,,
